ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,359049.98,7400964.10,355030836000113,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD DAS OLIVEIRAS-UBS,"JOSE DA CRUZ CAMARGO,R,174",JD DAS OLIVEIRAS,69632415.000000,8122100,2787350.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,357291.14,7398704.94,355030836000188,3550308005256,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD INDAIA-UBS,"ANTONIO LEME DA GUERRA,R,182",ITAIM PAULISTA,69632794.000000,8141130,2787989.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,357469.81,7399517.74,355030836000100,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,"ATUALPA GIRAO RABELO,DR-UBS","ILHA DO ARVOREDO,R,10",V  MORGADOURO,69631436.000000,8140270,6269567.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,351434.05,7396009.19,355030837000019,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,ITAQUERA-UBS,"AMERICO SALVADOR NOVELLI,R,265",ITAQUERA,62860015.000000,08210090,2752255.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,353443.65,7397366.54,355030837000214,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,PARADA XV DE NOVEMBRO-UBS,"IBIAJARA,R,804",ITAQUERA,62860017.000000,8250110,2788179.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,352135.14,7394882.27,355030837000178,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V CARMOSINA-UBS,"IPOPOCA,R,61",ITAQUERA,65247796.000000,8290335,2788772.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,352705.88,7396605.54,355030837000079,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V N SRA APARECIDA- NIR ,"PAULINO SERQUEIRA,R,01",ITAQUERA,61797871.000000,8215160.000000,2789094.000000,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,352705.88,7396605.54,355030837000079,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V N SRA APARECIDA-NISA,"PAULINO SERQUEIRA,R,01",ITAQUERA,61797871.000000,8215160.000000,2789094.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,352705.88,7396605.54,355030837000079,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V N SRA APARECIDA-UBS ,"PAULINO SERQUEIRA,R,01",ITAQUERA,61797871.000000,8215160.000000,2789094.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,351063.62,7397033.79,355030837000028,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V REGINA-UBS ,"CATARINA LOPES,R,450",V  REGINA,62056003.000000,8225000,4050029.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,350540.78,7398098.48,355030837000149,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,"LUIZ AUGUSTO DE CAMPOS,DR-UBS (V RAMOS)","AUGUSTO ANTUNES,R,1631",LIMOEIRO,61518861.000000,8235630,4050126.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,352391.16,7397591.20,355030837000110,3550308005200,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V SANTANA-UBS,"VITOR JOSE DE CASTRO,R,84",V  SANTANA,61513962.000000,8240300,4050215.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,349974.82,7397869.99,355030837000235,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,AGUIA DE HAIA - UBS,"TANTAS PALAVRAS,R,59",COHAB -GUIA DE HAIA,37563187.000000,8223510.000000,6408168.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,332886.53,7383794.14,355030838000092,3550308005093,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CIDADE VARGAS-UBS,"COMERCIARIOS,DOS,R,236",CID VARGAS,55884890.000000,4320030,2030934.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,332335.23,7381892.11,355030838000108,3550308005163,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,AMERICANOPOLIS-UBS,"CIDADE DE SANTOS,R,46",JABAQUARA,55621476.000000,4336050,2030969.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,332935.56,7383326.54,355030838000094,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"GERALDO S FERREIRA,DR-UBS","ARMANDO DE ARRUDA PEREIRA,ENG,AV,2944",PQ JABAQUARA,55882366.000000,4309011,2042991.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,331461.82,7383174.44,355030838000004,3550308005097,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,V STA CATARINA-UBS,"BELMIRO ZANETTI ESTEVES,R,181",V  SANTA CATARINA,55639814.000000,4377060,2046997.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,330453.70,7383779.87,355030838000123,3550308005097,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CUPECE-UBS DR. WALDOMIRO PREGNOLATO,"SANTA CATARINA,AV,1523",V STA CATARINA,55643079.000000,4378300,2786966.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,333048.79,7382447.22,355030838000156,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,JD LOURDES - UBS,"ARMANDO DE ARRUDA PEREIRA,ENG,AV, 4004",JABAQUARA,50213432.000000,4325000.000000,5120780.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,331675.94,7382409.60,355030838000034,3550308005162,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,V CAMPESTRE - UBS,"ARTUR NUNES DA SILVA,R,",V CAMPESTRE,50114278.000000,,6165516.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,330280.20,7383057.49,355030838000172,3550308005096,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,GUARANI/ CANAA - UBS,"CONTOS GAUCHESCOS,R,630",VILA CANAA,,4369000.000000,7136617.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,338293.25,7404536.93,355030839000047,3550308005070,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,JOSE DE TOLEDO PIZA-UBS ,"ANTONIO CESAR NETO,R,387",JACANA,62417317.000000,2276000,2042541.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,338579.11,7403031.45,355030839000062,3550308005070,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,JACANA-NIR,"SAO GERALDINO,R,222",V CONSTANCA,62440065.000000,2258220,2787962.000000,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,338579.11,7403031.45,355030839000062,3550308005070,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,JACANA-UBS ,"SAO GERALDINO,R,222",V CONSTANCA,62440065.000000,2258220,2787962.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,339759.52,7402790.87,355030892000110,3550308005069,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,PQ EDU CHAVES-UBS,"EDU CHAVES,AV,1197",PQ EDU CHAVES,62430052.000000,2229001,2788306.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,339365.50,7405623.61,355030839000083,3550308005136,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,V NOVA GALVAO (SONIA R CAMPANELLI)-UBS,"ALPHEU LUIZ GASPARINI,116",V  NOVA GALVAO,62417366.000000,02281110,2789108.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,321677.02,7398484.05,355030840000003,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,V JAGUARA-UBS,"PAUVA,R,721",V JAGUARA,36251775.000000,5116001,2789019.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,320146.13,7399786.28,355030840000021,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,V PIAUI-UBS,"CAMILO CASTELO BRANCO,R,10",V NILVA,36214508.000000,5109270,2789175.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,321903.21,7395294.94,355030841000058,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,V NOVA JAGUARE-UBS,"SALATIEL DE CAMPOS,R,222",JAGUARE,37681527.000000,5333010,2789116.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,320854.70,7405921.36,355030842000038,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 2,ALPES DO JARAGUA-UBS,"LIMEIRAS,AL,DAS,46",JARAGUA,39411169.000000,5187634.000000,2091747.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,321320.32,7405976.20,355030842000041,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 2,JD IPANEMA-UBS PEDRO RAVARA,"PEDRO RAVARA,R,11A",JD. IPANEMA,39413457.000000,5187300.000000,2774801.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,324875.42,7406015.97,355030842000192,3550308005188,41,JARAGUA,2,PIRITUBA,Norte,Norte 2,ELISIO TEIXEIRA LEITE-UBS,"JOAO AMADO COUTINHO,R,400",JARAGUA,39712572.000000,2715000,2787024.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,323325.50,7405516.08,355030842000045,3550308005187,41,JARAGUA,2,PIRITUBA,Norte,Norte 2,JD PANAMERICANO-UBS,"BARRA DA FORQUILHA,R,38",JD PANAMERICANO,39411362.000000,2993000.000000,2787660.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,324474.34,7407231.39,355030842000177,3550308005188,41,JARAGUA,2,PIRITUBA,Norte,Norte 2,UNIAO DAS VILAS DE TAIPAS - NIR,"ELISIO TEIXEIRA LEITE,AV,7703",PARADA DE TAIPAS,39712432.000000,2710000.000000,2788667.000000,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,324474.34,7407231.39,355030842000177,3550308005188,41,JARAGUA,2,PIRITUBA,Norte,Norte 2,UNIAO DAS VILAS DE TAIPAS - UBS ,"ELISIO TEIXEIRA LEITE,AV,7703",PARADA DE TAIPAS,39712432.000000,2710000.000000,2788667.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,320809.29,7403995.60,355030842000150,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 2,ALDEIA JARAGUA - KWARAY DJEKUPE-UBS,"ESTRADA TURISTICA DO JARAGUA,3750",JARAGU-,39413457.000000,5754071.000000,5357861.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,318949.27,7379683.22,355030843000126,3550308005292,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD  CAICARA-UBS,"SERAFIM ALVARES,R,46",JARDIM CAICARA,58334375.000000,5871370,2086743.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,318019.09,7374331.00,355030843000272,3550308005289,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD VERA CRUZ-UBS,"FUNCIONARIOS PUBLICOS,DOS,AV,13",JD VERA CRUZ,58997754.000000,04962000,2086816.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,320484.42,7378111.25,355030843000091,3550308005291,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,ALTO RIVIEIRA -UBS,"MARIO MAZAGAO,PROF,AV, 194",ALTO DA RIVIERA,58331372.000000,4929080,2786737.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,318867.66,7372578.25,355030843000308,3550308005290,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,HORIZONTE AZUL-UBS,"ALBERGATE CAPANELLI,R,2200",HORIZONTE AZUL,55173860.000000,4963000.000000,2787105.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,319529.85,7375810.62,355030843000288,3550308005288,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD ARACATI-UBS,"FRANCISCO HOMEM DEL REI,R,87",JD ARACATI,58961139.000000,4949070.000000,2787199.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,317537.29,7374411.02,355030843000220,3550308005289,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD CAPELA-UBS,"PAIVA MANSO,DE,BR,R,200",JD. CAPELA,55170226.000000,4960110,2787245.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,320258.10,7380239.42,355030843000196,3550308005226,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD COIMBRA-UBS,"ESTRADA M' BOI MIRIM,3301",JARDIM COIMBRA,58922327.000000,4905023,2787288.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,317701.00,7378681.71,355030843000114,3550308005293,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD GUARUJA-UBS,"JOAO DE ALMADA,R,25",JD. GUARUJA,58735089.000000,5875300,2787423.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,320801.60,7378758.59,355030843000141,3550308005227,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD HERCULANO-UBS,"IGNACIO LIMAS,R,11",JD. HERCULANO,58326643.000000,4920050,2787458.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,320551.87,7379141.40,355030843000163,3550308005227,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD KAGOHARA-UBS,"TEMAS,DOS,R,25",JD KAGOHARA,58340153.000000,4938000,2787539.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,319163.50,7377976.92,355030843000050,3550308005291,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD NAKAMURA-UBS,"MANUEL VITOR DE JESUS,R,811",JD NAKAMURA,58310892.000000,4942100,2787644.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,318091.11,7377911.03,355030843000023,3550308005293,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,PQ NOVO STO AMARO-UBS,"PORTA DO PRADO,R,18",PQ NOVO STO AMARO,58311448.000000,5874130,2788365.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,319917.60,7379068.10,355030843000133,3550308005227,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,STA LUCIA-UBS,"CARMELO CALI,R,26",VILA SANTA LUCIA,58330788.000000,4940070,2788616.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,321031.42,7380407.45,355030843000061,3550308005226,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD STA MARGARIDA-UBS,"CAPAO REDONDO,R,175",PQ SANTO AMARO,58925799.000000,4931100,2825767.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,318454.39,7378575.17,355030843000072,3550308005292,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD  PARANAPANEMA-UBS,"PIETRO DA MILANO,R,100",VL. SANTO AMARO,58334282.000000,5875360.000000,3002543.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
