ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,,,
597,355022.73,7402727.96,355030844000195,3550308005244,44,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD HELENA-AMA,"KUMAKI AOKI,AV,785",JD. HELENA,65811661.000000,8090370,6135994.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
598,355022.73,7402727.96,355030844000195,3550308005244,44,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD HELENA-UBS,"KUMAKI AOKI,AV,785",JD. HELENA,65811661.000000,8090370,4049934.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
599,355431.22,7401276.19,355030844000052,3550308005246,44,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD MAIA-UBS,"MARFIM VEGETAL,R,108",JD. MAIA,65816962.000000,8081330,2062658.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
600,356979.97,7401031.45,355030836000231,3550308005249,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,ITAIM PAULISTA-UBS DR. JULIO DE GOUVEIA,"JOSE LEVI SOBRINHO,MAJ,PCA,139",ITAIM PAULISTA,25619443.000000,8110460,2046261.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
601,357501.31,7390628.98,355030825000084,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CARLOS GENTILE DE MELO-UBS,"TEXTEIS,DOS,AV,3765",CIDADE TIRADENTES,62822522.000000,8490600,4050347.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
602,357806.39,7391152.11,355030825000196,3550308005270,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,BARRO BRANCO-UBS,"EDUARDO REUTER,R,678",COHAB BARRO BRANCO II,69648826.000000,8473533.000000,2786788.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
603,357238.60,7393159.19,355030831000111,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,"JUSCELINO KUBITSCHEK,PRES-AMA","UTARO KANAI,R,286",COHAB PRESID. JUSCELINO,65554474.000000,8465000,6135978.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
604,357238.60,7393159.19,355030831000111,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,"JUSCELINO KUBITSCHEK,PRES-UBS","UTARO KANAI,R,286",COHAB PRESID. JUSCELINO,65554474.000000,8465000,2788462.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
605,357447.43,7393413.49,355030831000105,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,"CELSO AUGUSTO DANIEL,PREF-UBS","JORGE MARACCINI PONFILIO,R,S/N",CONJ.HAB.JUCEL.KUBIT,65567997.000000,8465050,3002926.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
606,357259.43,7394456.28,355030831000067,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,JD SOARES-UBS,"FELICIANO DE MENDONCA,R,496",JD. SOARES,25577022.000000,8460365.000000,4050045.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
607,357508.67,7395206.66,355030896000120,3550308005260,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD FANGANIELO-UBS,"FRANCISCO NUNES CUBAS,R,60",LAJEADO,65576698.000000,8450460,2787385.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
608,357814.78,7395771.42,355030896000117,3550308005260,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD BANDEIRANTES-UBS,"PACHECO ARANHA,R,04",GUAIANASES,65575273.000000,08410130,3016935.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
609,357291.14,7398704.94,355030836000188,3550308005256,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD INDAIA-UBS,"ANTONIO LEME DA GUERRA,R,182",ITAIM PAULISTA,69632794.000000,8141130,2787989.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
610,358163.78,7397920.95,355030896000187,3550308005259,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,STA LUZIA-UBS,"CONJUNTO DA PAZ,R, 39 H",COHAB JD MIRIAM,65623532.000000,8142360,2788624.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
611,358518.23,7400025.01,355030836000001,3550308005251,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD CAMARGO NOVO-UBS,"BOIGUACU,R,51",JD. CAMARGO NOVO,29632610.000000,8120270,2057271.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
612,358658.16,7399176.21,355030836000057,3550308005254,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD NELIA-AMA,"ITAJUIBE,R,1910",ITAIM PAULISTA,69633802.000000,8142000,6135447.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
613,358658.16,7399176.21,355030836000057,3550308005254,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD NELIA-UBS,"ITAJUIBE,R,1910",ITAIM PAULISTA,69633802.000000,8142000,2027526.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
614,359049.98,7400964.10,355030836000113,3550308005251,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD DAS OLIVEIRAS-AMA,"JOSE DA CRUZ CAMARGO,R,174",JD DAS OLIVEIRAS,69632415.000000,8122100,6136125.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
615,359049.98,7400964.10,355030836000113,3550308005251,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD DAS OLIVEIRAS-UBS,"JOSE DA CRUZ CAMARGO,R,174",JD DAS OLIVEIRAS,69632415.000000,8122100,2787350.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
616,357858.50,7401816.38,355030844000156,3550308005247,44,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD ROMANO-AMA,"RIO MANOEL ALVES,R,57",ITAIM PAULISTA,65813737.000000,8190450,6135870.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
617,357858.50,7401816.38,355030844000156,3550308005247,44,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD ROMANO-UBS,"RIO MANOEL ALVES,R,57",ITAIM PAULISTA,65813737.000000,8190450,2787733.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
618,360426.95,7399998.11,355030836000244,3550308005255,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CIDADE KEMEL-UBS,"KEMEL ADDAS,AV,1031",CIDADE KEMEL,69632346.000000,8554060.000000,2057131.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
619,321259.52,7386369.33,355030817000137,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD DAS PALMAS - UBS,"FRANCISCO SALES,R,10",JD DAS PALMAS,58438340.000000,,6329527.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
620,321325.55,7386402.04,355030817000137,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD UMARIZAL-C REABIL  FUNDACAO FAC MED USP,"GUARAMEMBE,R,589",JD UMARIZAL,58417414.000000,,2091690,2,Estadual,20,CENTRO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
621,330546.26,7389400.81,355030832000002,3550308005049,32,MOEMA,12,VILA MARIANA,Sul,Sul 1,LAR ESCOLA SAO FRANCISCO - CLIN REABILITACAO,"ACORES,DOS,R,310",JD LUZITANIA,55493322.000000,4032060.000000,2091631.000000,4,Privado,20,CENTRO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
622,352372.77,7401356.38,355030874000112,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,INSTITUTO PAULISTA GERI E GERONT JOS? E MORAES - IPGG,"ALEIXO MONTEIRO MAFRA,PE,PCA,34",S M PAULISTA,50879911.000000,8011010.000000,2092344,2,Estadual,34,INSTITUTO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
623,321509.19,7384756.39,355030817000144,3550308005233,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CAMPO LIMPO - CEO,"FRANCISCO SOARES,R,81",JD. INGA,58165540.000000,5774300,2788268.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
624,326412.95,7383771.83,355030871000012,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-UBS,"ITU,CONDE,R,359",STO  AMARO,56873367.000000,4752010.000000,2788640.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
625,320358.74,7401235.18,355030895000061,3550308005111,95,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 2,PIRITUBA-CEO,"MARCELA ALVES DE CASSIA,R,175",JD JARAGUA,39048999.000000,,2788241.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
626,326930.08,7397637.36,355030848000010,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA-CEO,"GUAICURUS,1000",LAPA,36736022.000000,5033002.000000,3257797,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
627,330100.27,7399122.68,355030821000126,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,CASA VERDE - CEO,"MOURAO VIEIRA,R,11",CASA VERDE,38588626.000000,2518020.000000,2091712.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
628,323892.38,7387611.96,355030883000222,3550308005175,83,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,PARAISOPOLIS II - UBS,"PASQUALE GUALUPPI,R,951",PARAISOPOLIS,35019031.000000,5660000.000000,3956954,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
629,329662.50,7378259.60,355030858000125,3550308005213,58,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,UMBERTO NASTARI-CEO PEDREIRA,"ALVARENGA,ESTR,257",,56123024.000000,4431160,2786621.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
630,332060.24,7385924.09,355030877000121,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,VILA MARIANA-CEO,"CECI,AV,2235",PLANALTO PAULISTA,55812828.000000,,2751844.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
631,347654.40,7387960.98,355030876000172,3550308005209,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,VILA PRUDENTE-CEO,"JOAO LOPES DE LIMA,R,1151",JD SAPOPEMBA,69623480.000000,,2751968.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
632,332407.26,7393863.08,355030807000093,3550308005010,7,BELA VISTA,9,SE,Centro,Centro,"ALFREDO VIEGAS,PROF-CEO","HUMAITA,R,520",BELA VISTA,32414403.000000,1321010,2072270.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
633,335850.01,7390507.99,355030834000009,3550308005019,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA-CEO,"XAVIER DE ALMEIDA,R,210",IPIRANGA,61630622.000000,,2751860.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
634,339203.49,7392421.28,355030801000007,3550308005039,1,AGUA RASA,25,MOOCA,Leste,Leste 1,MOOCA-CEO II,"FAROL PAULISTANO,R,410",JD ITALIA,69651066.000000,,2752344.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
635,343527.60,7396410.26,355030891000098,3550308005076,91,VILA MATILDE,21,PENHA,Leste,Leste 1,PENHA-CEO,"EDGAR GARCIA VIEIRA,R,DR,130",VILA MATILDE,66515123.000000,3510040.000000,3382613.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
636,349457.90,7400914.70,355030828000049,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,V PARANAGUA-CEO,"JOSE GOES NOGUEIRA,R,70",V  PARANAGUA,65460098.000000,,2751836.000000,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
637,323425.19,7401727.27,355030863000001,3550308005113,63,PIRITUBA,2,PIRITUBA,Norte,Norte 2,PIRITURA - SUVIS,"FELIPE PINEL,AV,DR,367",JD. CIDADE PIRITUBA,39718283.000000,2939000.000000,2815524,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
638,326733.53,7396778.23,355030848000121,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,PRO-NEFRON ASSIST MEDICA SC LTDA-SERV DIAG TER,"MARCELINA,R,470",VILA  ROMANA,38658319.000000,5044010,2039559.000000,4,Privado,25,CLÍNICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
639,328762.41,7394392.93,355030845000168,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,FUNDACAO ONCOCENTRO DE SAO PAULO-CE,"OSCAR FREIRE,R,2396",PINHEIROS,30898755.000000,5409012,2069601,2,Estadual,25,CLÍNICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
640,329280.71,7397089.12,355030806000003,3550308005029,6,BARRA FUNDA,8,LAPA,Oeste,Oeste,CLINICA DE NEFROLOGIA CMIN,"FRANCISCO MATARAZZO,AV, 989",AGUA BRANCA,38655858.000000,5001000.000000,2048302.000000,4,Privado,25,CLÍNICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
641,323484.52,7368342.17,355030855000149,3550308005299,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS-CEO YVETTE VIEGAS,"JOSE ROSCHEL RODRIGUES,R,113",RECANTO CAMPO BELO,59221531.000000,4880130.000000,5012600,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
642,332523.65,7391224.92,355030890000075,3550308005021,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CLINICA NEFROLOGIA STA RITA-CLINEFRO,"CUBATAO,R,1043",V MARIANA,55755357.000000,,2048078.000000,4,Privado,25,CLÍNICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
643,331741.62,7394835.83,355030826000137,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,CLEMENTE FERREIRA DIV TISIOLOGIA-INSTITUTO,"CONSOLACAO,DA,R, 717",CONSOLACAO,2587644.000000,1301000,2057220,2,Estadual,34,INSTITUTO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
644,330367.83,7395791.29,355030826000093,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,SAMARIM ASSIST NEFROLOGICA,"BROTERO,CONS,1486",STA CECILIA,38215371.000000,1232010,2077728.000000,4,Privado,25,CLÍNICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
645,337720.48,7391254.53,355030893000107,3550308005042,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,SEDIT SERVICOS MEDICOS UNIDD DE DIALISE,"CHAMANTA,R,1351",PRQ DA MOOCA,61687822.000000,,2065673.000000,4,Privado,25,CLÍNICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
646,323159.13,7365244.93,355030855000134,3550308005301,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS - SUVIS,"SADAMU INOUE,AV,5252",JD. DOS ALAMOS,59266528.000000,4825000.000000,2815494,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
647,352095.12,7396752.54,355030837000015,3550308005201,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,CLINICA LESTE-CLINICA NEFROLOGICA,"AUGUSTO CARLOS BAUMANN,R,623",ITAQUERA,62053888.000000,8210590,2073471.000000,4,Privado,25,CLÍNICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
648,322497.86,7401298.75,355030895000035,3550308005110,95,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 2,PQ MARIA DOMITILA - AMA,"ANASTACIO,DO,AV (ESQ. R WILLIS ROBERTO BANKS) 2421",PQ. MARIA DOMITILA,39034825.000000,05119-000,6146325.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
649,322497.86,7401298.75,355030895000035,3550308005110,95,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 2,PQ MARIA DOMITILA - UBS,"ANASTACIO,DO,AV (ESQ. R WILLIS ROBERTO BANKS) 2421",PQ. MARIA DOMITILA,39034825.000000,05119-000,3738604,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
650,351733.25,7400529.11,355030887000070,3550308005193,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,SAO MIGUEL-CLINICA  DE NEFROLOGIA,"ESTANISLAU DE MIRANDA,R,18",JD ALTO PEDROSO,61372217.000000,8011710,2048094.000000,4,Privado,25,CLÍNICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
651,331675.02,7392149.39,355030890000199,3550308005022,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CENTRO OFTALMOLOGICO TADEU CVINTAL S/C LTDA,"MARIO AMARAL,R,182",PARAISO,30514747.000000,4002020,2091577.000000,4,Privado,30,HOSPITAL,7,HOSPITAL,30,,,
652,333081.84,7392984.98,355030849000031,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,"SUELI ABUJAMRA,DRA - INSTITUTO","TAMANDARE,R,693",ACLIMACAO,32092944.000000,1525001,2688638.000000,4,Privado,30,HOSPITAL,7,HOSPITAL,16,,,
653,330106.38,7396683.72,355030806000013,3550308005029,6,BARRA FUNDA,8,LAPA,Oeste,Oeste,SECONCI-CE,"FRANCISCO MATARAZZO,AV,74",BARRA FUNDA,36645073.000000,5001000,2067803.000000,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
654,331550.36,7392460.61,355030890000214,3550308005022,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CENTRO DE HEMATOLOGIA DE S PAULO-CE,"LUIS ANTONIO,AV,BRIG,2533",JARDIM PAULISTA,33726611.000000,1401000.000000,2091410.000000,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
656,336084.60,7390942.12,355030834000010,3550308005084,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,SANATORINHOS-CLINICA ESPECIALIZADA (CE),"PATRIOTAS,DOS,R,598",IPIRANGA,61631387.000000,4307030,2688670.000000,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
657,322201.38,7410616.10,355030861000051,3550308005242,61,PERUS,1,PERUS,Norte,Norte 2,PERUS- CECCO,"FIORELLI PECCICACO,R,510",PERUS,39156100.000000,5201050.000000,3934535,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
658,325738.06,7397299.61,355030848000008,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA -SAE DST/AIDS PAULO CESAR BONFIM,"TOME DE SOUZA,R, 30",LAPA,38322386.000000,5079000,2786648.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
659,326521.31,7382761.34,355030871000060,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CR DST/AIDS,"CARLOS GOMES,R,695",STO  AMARO,56861613.000000,4744001,2786656.000000,1,Municipal,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
660,326948.38,7401193.51,355030829000013,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,CENTRO REF  DST/AIDS FREG DO O-N SRA. DO O,"ITABERABA,AV,1377",FREGUESIA DO O,39759473.000000,2734000,2752026.000000,1,Municipal,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
661,341715.01,7397318.86,355030859000135,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,PENHA-CENTRO DE REFERENCIA E DST/AIDS,"NOSSA SENHORA DA PENHA,PCA, 55",PENHA DE FRANCA,2966926.000000,3662060.000000,2027313.000000,1,Municipal,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
662,322020.97,7392749.90,355030867000216,3550308005184,67,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,BUTANTA - SUVIS,"CORIFEU DE AZEVEDO MARQUES,AV,3596",BUTANTA,37682489.000000,05340-000,2752395,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
663,339192.75,7395061.78,355030880000099,3550308005038,80,TATUAPE,25,MOOCA,Leste,Leste 1,TATUAPE - CR INFANTIL,"JARINU,R,730",TATUAPE,61977989.000000,3306000,2027607.000000,1,Municipal,16,CENTRO DE REFERENCIA INFANTIL,1,AMBULATORIOS ESPECIALIZADOS,0,,,
664,326341.40,7383688.79,355030871000098,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CRST,"ADOLFO PINHEIRO,AV,581",SANTO AMARO,55235382.000000,4733100.000000,2752034.000000,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0,,,
665,327922.72,7396510.92,355030860000092,3550308005055,60,PERDIZES,8,LAPA,Oeste,Oeste,LAPA-CRST,"COTOXO,R,664",V  POMPEIA,38652213.000000,5021000,2046377.000000,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0,,,
666,322035.48,7384024.60,355030846000285,3550308005228,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,M'BOI MIRIM - SUVIS,"ESTRADA DE ITAPECERICA, 961",V. DAS BELEZAS,55127667.000000,5835003.000000,2027496,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
667,326933.51,7401042.49,355030829000002,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,FREGUESIA DO O-CRST,"ITABERABA,AV,1210",FREGUESIA DO O,39763474.000000,2734000,2786672.000000,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0,,,
668,336897.14,7393256.61,355030853000005,3550308005018,53,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA-CRST,"PAES DE BARROS,AV,872",MOOCA,66050220.000000,3114000.000000,2086794.000000,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0,,,
669,333797.74,7394537.14,355030878000003,3550308005001,78,SE,9,SE,Centro,Centro,SE - CAPS INFANTIL,"FREDERICO ALVARENGA,R,259",,32410418.000000,1020030,6127967.000000,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTIL,3,SAUDE MENTAL,0,,,
670,333797.74,7394537.14,355030878000003,3550308005001,78,SE,9,SE,Centro,Centro,ANDRE GRABOIS-CRST,"FREDERICO ALVARENGA,R,259,5A",PQ. D. PEDRO II,32410418.000000,1020030,2786664.000000,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0,,,
671,320361.91,7384500.83,355030817000192,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,PQ IPE- CTA DST/AIDS,"FRANCISCO ANTUNES MEIRA,R,255",PQ IPE,58428962.000000,5742060,2815230.000000,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0,,,
672,326228.33,7383237.21,355030871000029,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CTA DST/AIDS,"GABRIEL NETUZE PERES,PROM,R,159",SANTO AMARO,56869960.000000,4743020,2027259.000000,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0,,,
